"Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Phyllobacteriaceae_Phyllobacterium";"Bacteria_Firmicutes_Bacilli_Lactobacillales_Enterococcaceae_Enterococcus";"Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Alteromonadaceae_Alishewanella";"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Halomonadaceae_Halomonas";"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Geobacillus";"Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Pseudoalteromonadaceae_Pseudoalteromonas";"Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Acidovorax";"Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia";"Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Oxalobacteraceae_Massilia";"Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Veillonella";"Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Brevibacteriaceae_Brevibacterium";"Bacteria_Proteobacteria_Gammaproteobacteria_Aeromonadales_Aeromonadaceae_Aeromonas";"Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_Rhizobium";"Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Micrococcaceae_Micrococcus";"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Flavobacteriaceae_Chryseobacterium";"Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Nocardioidaceae_Nocardioides";"Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus";"Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Stenotrophomonas";"Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Cupriavidus";"Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Aliivibrio";"Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Phyllobacteriaceae_Mesorhizobium";"Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Methylobacteriaceae_Methylobacterium";"Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Actinomycetaceae_Actinomyces";"Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Clostridium_XlVa";"Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Micrococcaceae_Rothia";"Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides";"Bacteria_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Actinobacillus";"Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Micrococcaceae_Arthrobacter";"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus";"Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Moraxellaceae_Acinetobacter";"Bacteria_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Brevundimonas";"Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Bradyrhizobiaceae_Bradyrhizobium";"Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_sensu_stricto";"Bacteria_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Phenylobacterium";"Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Corynebacteriaceae_Corynebacterium";"Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus";"Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Nocardiaceae_Gordonia";"Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Moraxellaceae_Psychrobacter";"Bacteria_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Sphingomonas";"Bacteria_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Novosphingobium";"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Paracoccus";"Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Photobacterium";"Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas";"Bacteria_Firmicutes_Bacilli_Bacillales_Staphylococcaceae_Staphylococcus";"Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Vibrio"
"GAIN_PreChallenge_NOPAP2";0,023956083684556;0,307204901578362;1,24689607930815;0,636139626482984;0,187747956882855;0;0,887307461777774;0;0,757099772616998;0,130883178414788;0;4,15692281346031;0,322484278225461;1,95262061288757;0,941784243023909;0,448981533455746;0,225385076444453;4,98838348761762;2,00245459475402;0;0;2,39043278881923;1,02547831298937;0;2,81927332578561;0;0;2,59600985643475;6,32129503658107;1,56837188061917;3048,10693660866;4,76796468428013;3,47696201086491;17,3654492003539;38,3102303323217;9030,75123918979;1,59846445118877;1,6893700824858;28,3627852990705;4551,00105604658;7,84751067938997;85,1747233823935;316,577362547451;214,028484715866;21606,919730946
"GAIN_PreChallenge_NOPAP3";0;0,0750912769470477;0;0,222134368968164;0,114729890002558;0;0;0;1,07952140647892;1,59961396246599;0;0;0;0;0,690611846236134;0;1760,73207599823;4,81314388037488;0,699239552568545;1,06919606520779;0;3,65189181646938;0,83553870840213;0;8006,16549615125;2757,37261924141;0;0,793190856026604;0;0;6564,68646077998;1,94241994372224;1,06235901490663;8,16289156066138;13,1100439524662;3,84300365107788;3,90718820492547;0;2,16650775563359;31,8875142438548;0;145,737099137229;7,36973558754448;93,4210832306225;31508,3071207646
"GAIN_PreChallenge_NOPAP4";0;0,17814610770892;0,206590531135964;5,94746175490034;0,0777670063603906;0;19,3872744898683;0;0,209065329960041;1,30111365947083;0;0,529796104950386;0,667880421503953;0,294106983819229;0,156038430315497;0;0,186713325294178;0,217498561621703;0,236981691217617;0;589,482656704419;1613,9285460951;1,41587654379369;0;427,07020074244;0;6,16662331827962;1,07529220753631;4,07297503921059;0,649634691320077;2,61940904326169;3,2915612512709;0;7,74623854223315;4231,16756910127;5,20978254872753;0;0;93898,4614002317;4,63161752535881;6,50102853900173;38692,9584170745;79,9264811355701;11980,7728623334;29,1253162461873
"GAIN_PreChallenge_NOPAP5";0;0,0449395980626844;0;0,0664699660413071;0;0;0,081125090463731;0;1,10752658241942;0,957315036463842;703,587387964149;0,467767076768914;0;0,129836330234371;0,964385124979124;0,164198630518288;0;1630,36547347325;0,209235651060513;0,639877804375661;0,428366642543005;0;1,25010438122808;0;11,1942186717141;0;1,45190113010076;2,37348995156711;13,8706994934031;1,14714969659856;3,46908923899126;2,90618215220175;1,27157212046985;6,83930161999666;15042,86916161;65093,1502602572;0;3,70695318153983;2,59316372543562;42,2565481823749;0;222,200126649223;19,8474224795413;87671,4819350888;77,1458901631131
"GAIN_PreChallenge_NOPAP6";0;0,169741891394628;0,574129562459479;0,418440834778952;0,086447984019345;0;0,306418545970667;0;526,392524838354;0,843706740962694;0;0,58893620003855;2,96973838686502;0,653875133610191;1,56111023497871;0;0,415111531654664;0;0,52687098074261;1267,25603217158;0,269664791743328;933,641302633654;1,88871366240866;0;3343,23066813857;0;3,19899595226831;0;5,17443796106468;5,05506492141092;7,27952128125602;16,0995636860642;0;34,4437435385235;6471,70109867003;2,89567015367362;0;1,55573078203578;21,2217841560217;51,4863586185144;3,61336277138201;16850,8590040127;2,77651614712015;218,215143072421;32,376517899385
"GAIN_PreChallenge_NOPAP7";0,0612483175766617;0,0261809395624889;0;0,30979292003827;0,320009081031994;0,184750352700796;0,189047626769585;0,103321063129388;6,23716088021146;0,892341122480419;0;2,04384030356593;0,41224642028962;1870,73173658521;0;0,382635769536381;0,192080042810579;0,44750028378225;2,43793276793098;893,430400376214;0,2495581104967;0;2934,12106961584;0,63053172685553;0;0;1,26877422284204;2,2123988518981;0;0;15164,4183274685;4,74063923978789;21,4830054972676;202,63747222988;49,626704720515;2066,09796163264;0;0;7,55363484521705;0;3,34394408678872;93397,2027178232;28,2644364084518;576,519370165567;85,6070507726985
"GAIN_PreChallenge_NOPAP8";0,0206361304387022;0,10585236725428;0;0,0782828903695326;0,24259336660684;0;1,24205246723871;0;0,869569493275637;0,901957891803736;275,129274948983;1,51496898024078;0,277792802760226;0;0,324506839098829;0;0;0,226161499438612;0,73926191822585;0,502397167654218;0;636,536203378162;807,098804284579;0,637326973668035;0,69387554397266;0;2,13741302584024;2,23624189675378;6,05028725034626;5298,02141469771;11,5758939181603;29677,9167998426;0;13,8081774149927;15,8404838590711;8930,39839697096;0;1,45524877273212;4,58102426671256;38,5287537186832;0;489,138576779026;33,7634138945574;339,104237864595;90,8561207680771
"GAIN_PreChallenge_NOPAP9";0,101753818798998;0,293592903903661;0,397215711630162;0,193000889032571;371,318344378889;0;0,706659662167623;0;0,669956760688596;0,277964115412592;0;1,01864947870363;0;0;2,00012123171422;0;0;0,557585064252809;0,607532530509981;0,928968318112018;0,310949244322315;0;5107,09841994666;0,392821061989817;0,855350359654085;0;0,526963953770306;1428,63258708478;3,72913804251192;4,16355168512083;10761,0860341065;39,6601672997656;1,84605592823083;5,67384627818637;24,4084902610523;6,67796815646973;0;5,38171825749616;3,7647296532773;77,1792916026833;4,16655217004768;91699,3972359169;35,2174694900186;316,557827527681;58,6664814515477
"EGG.HYDRO_X45_1_CTRL";0;0,120551262153528;0;57,5166962671403;57,203203251252;0,303818194424444;0;0,0679637540867321;219,002160034561;0,146743681232233;0,0843373493975904;0,448140503581391;0,994298575443874;0,0995109255081415;0,422364091158792;3,52372571294474;1,38983557070246;0,147181021563012;26,7809938292346;0;1360,2073313173;1,17254676074817;165,180232217049;101,823245171923;0;0,259972159554553;0;647,243763900222;20,0807212915407;3,95646330341285;7,5333418668032;868,238819821117;7,79660474567593;0,748838648085036;1574,64551432823;89,0177069499779;8,96083670672064;577,697136487517;7797,90838253412;2706,91283060529;30,7946687146994;18672,6996805282;11214,4264174893;13947,9415670651;12487,1019536313
"EGG.HYDRO_X45_2_CTRL";0,0757001815842322;0,213565905455945;0;0,402034705436704;0,17798261120531;195,644431617302;0,771059562033262;1,83888307659006;0,159493488221076;1,32347246774174;0;0,101043808699208;1,52855442115516;0,785297689911853;0;0;0,569765624060512;0,663708406989189;3,25422995057542;1737,72670370504;1,11039359284245;1171,76205851582;1,94428009668458;3,27309787510372;0,254536599444424;0,879252498286374;0,313629640318915;1147,63861130151;6,65833904542011;5,45158555503445;1,99831643758192;0;3,296114578448;2,53264908546484;2612,9301201342;3589,95087004101;0;1,06766718376084;4876,72939139219;5499,15860961795;23,557902521736;60666,0534290559;71750,3964188222;7772,85712567793;79,3548648941159
